Shipment_ID,Country,City,Warehouse,Transport_Mode,Distance_km,Delivery_Time_days,Expected_Delivery_days,Delay_days,Shipping_Cost,Order_Value,Order_Date,Delivery_Date
SHP-103984,Tanzania,Dodoma,WH-East-2,Sea,1156,2,2,0,1142.89,2842.18,2024-01-27,2024-01-29
SHP-103985,Tanzania,Dodoma,WH-East-2,Air,1351,3,3,0,833.77,210.81,2024-11-28,2024-12-01
SHP-103986,Ethiopia,Addis Ababa,WH-East-2,Truck,1145,2,2,0,791.15,2515.83,2024-08-12,2024-08-14
SHP-103987,Uganda,Kampala,WH-Central-1,Truck,1343,4,3,1,871.7,216.13,2024-06-19,2024-06-23
SHP-103988,Rwanda,Huye,WH-East-2,Truck,530,1,1,0,591.84,2302.75,2024-04-28,2024-04-29
SHP-103989,Rwanda,Musanze,WH-West-1,Truck,624,1,1,0,472.25,224.43,2023-08-01,2023-08-02
SHP-103990,Cameroon,Yaounde,WH-East-1,Truck,1726,4,4,0,1231.63,1241.09,2024-01-24,2024-01-28
SHP-103991,Nigeria,Lagos,WH-Central-1,Air,859,2,2,0,983.32,629.77,2024-03-06,2024-03-08
SHP-103992,Tanzania,Dar es Salaam,WH-West-1,Truck,675,2,1,1,786.7,4016.46,2023-08-30,2023-09-01
SHP-103993,Cameroon,Douala,WH-Central-1,Truck,744,2,1,1,886.77,2170.81,2023-04-15,2023-04-17
SHP-103994,Ethiopia,Dire Dawa,WH-East-2,Air,50,1,1,0,20.73,4618.75,2023-12-17,2023-12-18
SHP-103995,Tanzania,Arusha,WH-Central-1,Truck,694,1,1,0,326.47,2624.25,2024-01-31,2024-02-01
SHP-103996,Ethiopia,Addis Ababa,WH-East-2,Sea,137,2,1,1,70.34,3527.82,2024-01-06,2024-01-08
SHP-103997,Ethiopia,Mekelle,WH-East-1,Truck,763,3,1,2,350.62,3773.14,2024-05-01,2024-05-04
SHP-103998,Rwanda,Musanze,WH-East-2,Truck,993,3,2,1,1147.35,4589.96,2024-01-19,2024-01-22
SHP-103999,Ethiopia,Dire Dawa,WH-East-2,Air,391,1,1,0,356.43,404.58,2023-09-23,2023-09-24
SHP-104000,Uganda,Entebbe,WH-East-1,Truck,656,2,1,1,475.85,3150.82,2024-04-05,2024-04-07
SHP-104001,Kenya,Nairobi,WH-Central-1,Truck,1403,4,3,1,1100.45,847.69,2024-07-03,2024-07-07
SHP-104002,Cameroon,Bafoussam,WH-West-1,Truck,1102,3,2,1,685.18,1973.49,2023-11-18,2023-11-21
SHP-104003,Uganda,Kampala,WH-West-1,Truck,635,2,1,1,528.26,1392.28,2023-07-02,2023-07-04
SHP-104004,Ethiopia,Addis Ababa,WH-West-1,Air,603,1,1,0,705.24,3781.86,2023-10-28,2023-10-29
SHP-104005,Rwanda,Huye,WH-West-1,Truck,1098,2,2,0,1034.49,1338.24,2023-08-15,2023-08-17
SHP-104006,Cameroon,Bafoussam,WH-West-1,Truck,1271,3,3,0,573.39,1044.21,2023-03-21,2023-03-24
SHP-104007,Ethiopia,Addis Ababa,WH-Central-1,Sea,645,2,1,1,302.58,3096.86,2024-04-26,2024-04-28
SHP-104008,Rwanda,Kigali,WH-Central-1,Truck,1216,3,3,0,509.4,4910.57,2023-07-29,2023-08-01
SHP-104009,Tanzania,Dar es Salaam,WH-Central-1,Rail,933,3,2,1,942.95,522.51,2023-10-16,2023-10-19
SHP-104010,Uganda,Entebbe,WH-East-1,Truck,739,2,1,1,673.48,2980.76,2024-08-31,2024-09-02
SHP-104011,Cameroon,Yaounde,WH-West-1,Truck,534,3,1,2,520.64,2601.23,2023-07-11,2023-07-14
SHP-104012,Ethiopia,Addis Ababa,WH-Central-1,Truck,1022,3,2,1,1094.24,4485.86,2023-07-19,2023-07-22
SHP-104013,Nigeria,Kano,WH-East-1,Rail,190,1,1,0,192.38,4481.47,2023-08-25,2023-08-26
SHP-104014,Rwanda,Musanze,WH-East-2,Truck,1762,5,4,1,1430.04,3480.0,2023-03-01,2023-03-06
SHP-104015,Rwanda,Kigali,WH-East-2,Truck,918,3,2,1,464.77,1809.47,2024-09-11,2024-09-14
SHP-104016,Kenya,Kisumu,WH-East-2,Truck,50,2,1,1,42.53,3601.1,2024-02-14,2024-02-16
SHP-104017,Tanzania,Arusha,WH-Central-1,Truck,1170,2,2,0,1392.04,311.77,2023-09-24,2023-09-26
SHP-104018,Tanzania,Dar es Salaam,WH-West-1,Truck,990,2,2,0,523.26,4401.71,2023-09-10,2023-09-12
SHP-104019,Rwanda,Musanze,WH-West-1,Truck,1032,2,2,0,962.59,2594.61,2024-07-05,2024-07-07
SHP-104020,Uganda,Entebbe,WH-East-2,Truck,923,2,2,0,570.61,597.93,2023-01-20,2023-01-22
SHP-104021,Rwanda,Kigali,WH-West-1,Truck,934,1,2,-1,540.63,4854.26,2024-07-15,2024-07-16
SHP-104022,Nigeria,Abuja,WH-East-2,Truck,1477,4,3,1,1707.3,2845.56,2024-03-30,2024-04-03
SHP-104023,Cameroon,Bafoussam,WH-East-1,Truck,1018,4,2,2,881.85,3566.38,2023-05-28,2023-06-01
SHP-104024,Nigeria,Kano,WH-East-2,Truck,1007,3,2,1,1046.21,4775.37,2023-04-07,2023-04-10
SHP-104025,Rwanda,Kigali,WH-East-2,Sea,1151,4,2,2,947.83,3324.63,2024-05-04,2024-05-08
SHP-104026,Nigeria,Lagos,WH-Central-1,Truck,1926,5,4,1,1829.6,1137.85,2023-12-03,2023-12-08
SHP-104027,Nigeria,Kano,WH-West-1,Truck,904,1,2,-1,1046.62,216.83,2024-09-16,2024-09-17
SHP-104028,Nigeria,Abuja,WH-West-1,Truck,601,2,1,1,460.43,2447.37,2024-07-15,2024-07-17
SHP-104029,Cameroon,Bafoussam,WH-West-1,Truck,1036,2,2,0,1143.6,2244.96,2024-05-20,2024-05-22
SHP-104030,Rwanda,Kigali,WH-East-1,Truck,1094,3,2,1,792.19,350.91,2023-10-17,2023-10-20
SHP-104031,Ethiopia,Dire Dawa,WH-East-1,Truck,468,1,1,0,315.52,2315.55,2023-11-19,2023-11-20
SHP-104032,Rwanda,Musanze,WH-Central-1,Truck,795,2,1,1,933.8,517.3,2024-08-04,2024-08-06
SHP-104033,Nigeria,Lagos,WH-West-1,Truck,1616,5,4,1,1052.59,1939.76,2024-10-03,2024-10-08
SHP-104034,Ethiopia,Addis Ababa,WH-Central-1,Truck,470,1,1,0,369.45,842.5,2023-07-05,2023-07-06
SHP-104035,Tanzania,Dodoma,WH-West-1,Truck,701,2,1,1,605.85,3715.23,2024-02-28,2024-03-01
SHP-104036,Kenya,Kisumu,WH-Central-1,Truck,1226,4,3,1,619.54,1581.2,2024-11-13,2024-11-17
SHP-104037,Tanzania,Arusha,WH-West-1,Truck,914,2,2,0,1073.81,3931.68,2024-05-23,2024-05-25
SHP-104038,Tanzania,Arusha,WH-East-1,Truck,858,3,2,1,351.5,2417.44,2024-01-01,2024-01-04
SHP-104039,Cameroon,Bafoussam,WH-West-1,Truck,491,1,1,0,454.94,324.32,2024-01-14,2024-01-15
SHP-104040,Rwanda,Kigali,WH-West-1,Rail,203,1,1,0,86.56,4927.53,2024-07-31,2024-08-01
SHP-104041,Cameroon,Douala,WH-East-2,Air,87,1,1,0,54.64,3189.39,2024-02-23,2024-02-24
SHP-104042,Cameroon,Bafoussam,WH-Central-1,Rail,698,2,1,1,352.5,3722.71,2024-10-22,2024-10-24
SHP-104043,Cameroon,Douala,WH-Central-1,Truck,885,2,2,0,745.14,393.66,2024-06-10,2024-06-12
SHP-104044,Rwanda,Musanze,WH-East-2,Truck,80,3,1,2,55.82,617.07,2023-01-15,2023-01-18
SHP-104045,Nigeria,Abuja,WH-East-2,Truck,1525,3,3,0,953.02,2418.06,2023-06-16,2023-06-19
SHP-104046,Tanzania,Dar es Salaam,WH-East-2,Rail,1169,2,2,0,523.74,498.77,2024-03-04,2024-03-06
SHP-104047,Nigeria,Abuja,WH-East-2,Truck,1106,2,2,0,663.74,841.75,2023-10-09,2023-10-11
SHP-104048,Cameroon,Yaounde,WH-Central-1,Truck,685,2,1,1,492.2,3741.23,2023-01-18,2023-01-20
SHP-104049,Uganda,Entebbe,WH-East-2,Sea,1700,5,4,1,873.75,4691.89,2024-09-13,2024-09-18
SHP-104050,Uganda,Entebbe,WH-Central-1,Air,1033,2,2,0,879.33,1735.23,2023-04-22,2023-04-24
SHP-104051,Cameroon,Douala,WH-East-1,Truck,1456,4,3,1,1266.7,1384.98,2024-08-16,2024-08-20
SHP-104052,Rwanda,Kigali,WH-East-1,Rail,1350,3,3,0,1218.25,702.61,2024-09-13,2024-09-16
SHP-104053,Tanzania,Dar es Salaam,WH-Central-1,Truck,872,3,2,1,1005.96,2641.99,2024-11-02,2024-11-05
SHP-104054,Cameroon,Bafoussam,WH-East-2,Truck,671,1,1,0,645.53,3253.21,2023-11-18,2023-11-19
SHP-104055,Tanzania,Dar es Salaam,WH-East-2,Sea,1071,4,2,2,554.77,711.34,2024-10-09,2024-10-13
SHP-104056,Cameroon,Yaounde,WH-East-1,Truck,238,1,1,0,239.73,700.41,2024-04-12,2024-04-13
SHP-104057,Cameroon,Douala,WH-Central-1,Air,762,1,1,0,709.38,1982.52,2023-06-03,2023-06-04
SHP-104058,Rwanda,Huye,WH-East-2,Truck,1477,3,3,0,1314.77,478.28,2024-04-28,2024-05-01
SHP-104059,Nigeria,Lagos,WH-East-1,Sea,478,3,1,2,368.59,2054.51,2023-05-03,2023-05-06
SHP-104060,Cameroon,Bafoussam,WH-East-1,Rail,50,2,1,1,48.09,3906.59,2023-03-28,2023-03-30
SHP-104061,Uganda,Kampala,WH-East-1,Truck,682,2,1,1,565.57,1317.2,2023-12-28,2023-12-30
SHP-104062,Cameroon,Douala,WH-West-1,Rail,889,2,2,0,867.61,1548.72,2023-02-04,2023-02-06
SHP-104063,Ethiopia,Mekelle,WH-Central-1,Truck,861,2,2,0,398.55,2849.29,2023-03-03,2023-03-05
SHP-104064,Cameroon,Bafoussam,WH-West-1,Truck,1298,3,3,0,879.75,2709.61,2023-06-09,2023-06-12
SHP-104065,Cameroon,Douala,WH-East-2,Truck,912,2,2,0,678.49,4398.01,2024-03-18,2024-03-20
SHP-104066,Cameroon,Yaounde,WH-East-1,Truck,960,3,2,1,800.02,3076.15,2023-11-08,2023-11-11
SHP-104067,Uganda,Gulu,WH-West-1,Truck,962,3,2,1,652.55,1014.15,2023-06-07,2023-06-10
SHP-104068,Rwanda,Musanze,WH-East-1,Air,660,1,1,0,403.45,1830.72,2024-09-27,2024-09-28
SHP-104069,Nigeria,Abuja,WH-Central-1,Air,182,1,1,0,191.87,3056.37,2023-01-07,2023-01-08
SHP-104070,Kenya,Mombasa,WH-East-1,Air,907,1,2,-1,941.65,4179.28,2024-01-28,2024-01-29
SHP-104071,Nigeria,Lagos,WH-East-2,Air,830,2,2,0,334.18,2361.53,2024-09-01,2024-09-03
SHP-104072,Nigeria,Lagos,WH-East-1,Rail,1398,4,3,1,1373.3,4956.65,2024-11-01,2024-11-05
SHP-104073,Nigeria,Abuja,WH-West-1,Air,1004,3,2,1,408.35,691.36,2024-02-22,2024-02-25
SHP-104074,Cameroon,Bafoussam,WH-East-1,Truck,220,2,1,1,191.05,3941.37,2023-06-05,2023-06-07
SHP-104075,Rwanda,Musanze,WH-Central-1,Truck,1470,3,3,0,712.46,2936.5,2024-02-16,2024-02-19
SHP-104076,Uganda,Entebbe,WH-East-2,Truck,997,3,2,1,525.7,3672.86,2024-09-25,2024-09-28
SHP-104077,Tanzania,Dodoma,WH-East-2,Truck,1265,4,3,1,899.14,3815.07,2024-04-07,2024-04-11
SHP-104078,Cameroon,Yaounde,WH-West-1,Truck,50,3,1,2,54.1,2897.54,2024-04-08,2024-04-11
SHP-104079,Uganda,Gulu,WH-West-1,Sea,1428,4,3,1,1266.51,1897.78,2024-02-20,2024-02-24
SHP-104080,Nigeria,Abuja,WH-East-2,Rail,1440,4,3,1,1567.24,1258.3,2023-01-21,2023-01-25
SHP-104081,Nigeria,Abuja,WH-West-1,Truck,1146,2,2,0,921.9,1880.36,2023-03-04,2023-03-06
SHP-104082,Uganda,Kampala,WH-Central-1,Rail,632,2,1,1,462.59,4595.69,2024-03-03,2024-03-05
SHP-104083,Tanzania,Arusha,WH-West-1,Truck,1310,4,3,1,843.93,3438.14,2024-10-01,2024-10-05
SHP-104084,Ethiopia,Mekelle,WH-East-2,Rail,50,1,1,0,49.03,387.74,2023-04-04,2023-04-05
SHP-104085,Tanzania,Dodoma,WH-East-2,Truck,1185,2,2,0,1263.1,1861.15,2024-05-15,2024-05-17
SHP-104086,Ethiopia,Mekelle,WH-East-2,Rail,1752,5,4,1,945.78,2386.29,2023-12-15,2023-12-20
SHP-104087,Ethiopia,Addis Ababa,WH-East-2,Rail,1305,4,3,1,1058.81,1278.63,2023-04-01,2023-04-05
SHP-104088,Uganda,Kampala,WH-West-1,Rail,1321,3,3,0,1405.5,3487.84,2023-11-28,2023-12-01
SHP-104089,Ethiopia,Mekelle,WH-East-1,Truck,688,2,1,1,779.37,4882.87,2024-09-20,2024-09-22
SHP-104090,Ethiopia,Addis Ababa,WH-Central-1,Sea,481,1,1,0,304.92,4907.15,2024-03-06,2024-03-07
SHP-104091,Cameroon,Douala,WH-East-2,Air,1075,1,2,-1,738.87,2917.35,2023-02-20,2023-02-21
SHP-104092,Nigeria,Abuja,WH-West-1,Truck,851,3,2,1,972.7,1619.94,2024-07-10,2024-07-13
SHP-104093,Cameroon,Yaounde,WH-West-1,Truck,233,1,1,0,261.52,443.61,2024-02-23,2024-02-24
SHP-104094,Nigeria,Abuja,WH-East-2,Truck,637,2,1,1,419.35,2525.53,2023-07-02,2023-07-04
SHP-104095,Cameroon,Yaounde,WH-East-1,Truck,1118,3,2,1,482.31,3413.03,2024-09-26,2024-09-29
SHP-104096,Cameroon,Yaounde,WH-East-2,Rail,1363,4,3,1,834.03,3287.51,2023-11-04,2023-11-08
SHP-104097,Nigeria,Lagos,WH-East-1,Rail,1412,4,3,1,743.4,2269.16,2024-11-06,2024-11-10
SHP-104098,Ethiopia,Addis Ababa,WH-West-1,Truck,811,3,2,1,417.58,3058.56,2024-03-28,2024-03-31
SHP-104099,Rwanda,Musanze,WH-Central-1,Truck,1337,5,3,2,1072.06,3999.88,2023-01-18,2023-01-23
SHP-104100,Uganda,Gulu,WH-East-2,Truck,458,2,1,1,242.89,1179.48,2024-01-26,2024-01-28
SHP-104101,Rwanda,Kigali,WH-East-1,Truck,842,3,2,1,627.5,2947.28,2023-08-13,2023-08-16
SHP-104102,Tanzania,Dar es Salaam,WH-East-2,Truck,1295,4,3,1,655.42,4035.76,2024-01-16,2024-01-20
SHP-104103,Nigeria,Kano,WH-East-1,Truck,959,3,2,1,778.31,1399.3,2024-05-01,2024-05-04
SHP-104104,Uganda,Kampala,WH-West-1,Sea,654,2,1,1,658.62,3705.52,2024-08-10,2024-08-12
SHP-104105,Cameroon,Yaounde,WH-East-1,Air,629,1,1,0,733.55,1505.96,2023-07-08,2023-07-09
SHP-104106,Tanzania,Arusha,WH-West-1,Truck,1064,3,2,1,1107.49,3815.77,2024-04-18,2024-04-21
SHP-104107,Tanzania,Arusha,WH-West-1,Truck,589,2,1,1,521.71,3119.49,2024-11-26,2024-11-28
SHP-104108,Ethiopia,Addis Ababa,WH-West-1,Sea,794,3,1,2,685.61,693.75,2023-08-06,2023-08-09
SHP-104109,Uganda,Gulu,WH-Central-1,Truck,779,2,1,1,671.38,485.0,2023-07-30,2023-08-01
SHP-104110,Cameroon,Yaounde,WH-West-1,Air,277,1,1,0,292.46,1730.03,2023-02-24,2023-02-25
SHP-104111,Nigeria,Lagos,WH-West-1,Air,414,1,1,0,182.09,4159.5,2023-08-16,2023-08-17
SHP-104112,Ethiopia,Dire Dawa,WH-West-1,Sea,1206,4,3,1,999.06,269.6,2023-11-07,2023-11-11
SHP-104113,Uganda,Kampala,WH-West-1,Air,796,1,1,0,535.77,4955.6,2024-05-18,2024-05-19
SHP-104114,Rwanda,Huye,WH-Central-1,Truck,1964,5,4,1,1358.25,466.13,2023-07-28,2023-08-02
SHP-104115,Rwanda,Kigali,WH-East-1,Truck,643,1,1,0,553.46,2292.55,2023-11-24,2023-11-25
SHP-104116,Cameroon,Yaounde,WH-East-2,Truck,624,2,1,1,345.23,298.38,2023-07-08,2023-07-10
SHP-104117,Uganda,Kampala,WH-Central-1,Truck,538,2,1,1,392.27,4926.4,2024-04-20,2024-04-22
SHP-104118,Nigeria,Kano,WH-West-1,Truck,591,2,1,1,460.98,668.19,2023-05-02,2023-05-04
SHP-104119,Uganda,Kampala,WH-East-1,Air,1327,3,3,0,1106.38,1450.93,2023-02-11,2023-02-14
SHP-104120,Ethiopia,Mekelle,WH-East-1,Sea,877,2,2,0,916.15,2345.23,2023-01-03,2023-01-05
SHP-104121,Uganda,Kampala,WH-East-2,Truck,964,3,2,1,416.6,1901.85,2024-05-26,2024-05-29
SHP-104122,Cameroon,Bafoussam,WH-West-1,Rail,720,2,1,1,688.79,4257.98,2023-06-06,2023-06-08
SHP-104123,Ethiopia,Mekelle,WH-East-1,Truck,1207,3,3,0,1409.5,3891.52,2024-05-17,2024-05-20
SHP-104124,Rwanda,Musanze,WH-West-1,Truck,50,1,1,0,22.84,3478.77,2023-09-20,2023-09-21
SHP-104125,Uganda,Gulu,WH-East-2,Truck,1442,4,3,1,1375.34,2927.06,2023-12-26,2023-12-30
SHP-104126,Ethiopia,Dire Dawa,WH-West-1,Truck,607,1,1,0,473.5,1180.23,2023-03-11,2023-03-12
SHP-104127,Kenya,Nairobi,WH-East-2,Truck,1601,5,4,1,1350.95,4557.91,2023-04-08,2023-04-13
SHP-104128,Kenya,Nairobi,WH-West-1,Air,972,2,2,0,752.84,4303.61,2023-04-26,2023-04-28
SHP-104129,Nigeria,Kano,WH-East-2,Air,1516,3,3,0,1723.19,4602.09,2023-06-11,2023-06-14
SHP-104130,Rwanda,Huye,WH-East-2,Truck,558,1,1,0,452.19,774.83,2023-11-03,2023-11-04
SHP-104131,Nigeria,Kano,WH-West-1,Truck,808,4,2,2,519.93,3721.11,2024-09-08,2024-09-12
SHP-104132,Uganda,Entebbe,WH-East-1,Truck,1177,4,2,2,893.71,4172.16,2023-05-29,2023-06-02
SHP-104133,Kenya,Nairobi,WH-East-1,Truck,996,3,2,1,631.6,471.22,2024-10-03,2024-10-06
SHP-104134,Tanzania,Dodoma,WH-West-1,Truck,680,1,1,0,589.5,4859.88,2024-07-26,2024-07-27
SHP-104135,Ethiopia,Mekelle,WH-Central-1,Truck,1544,4,3,1,1429.41,2316.21,2024-03-25,2024-03-29
SHP-104136,Rwanda,Huye,WH-West-1,Truck,670,2,1,1,509.62,4165.07,2024-05-16,2024-05-18
SHP-104137,Uganda,Entebbe,WH-West-1,Truck,1260,5,3,2,926.33,4012.76,2023-12-12,2023-12-17
SHP-104138,Rwanda,Huye,WH-Central-1,Truck,50,2,1,1,56.15,4978.23,2023-09-11,2023-09-13
SHP-104139,Ethiopia,Addis Ababa,WH-East-2,Truck,444,1,1,0,353.83,3888.61,2024-05-05,2024-05-06
SHP-104140,Kenya,Nairobi,WH-East-2,Air,1218,3,3,0,1072.19,2701.72,2023-09-07,2023-09-10
SHP-104141,Uganda,Entebbe,WH-Central-1,Truck,977,4,2,2,786.13,1432.73,2024-08-22,2024-08-26
SHP-104142,Uganda,Kampala,WH-East-2,Truck,1262,4,3,1,1324.84,212.04,2024-02-21,2024-02-25
SHP-104143,Rwanda,Musanze,WH-East-1,Truck,1495,4,3,1,1417.0,1811.79,2023-11-13,2023-11-17
SHP-104144,Kenya,Mombasa,WH-East-2,Air,771,1,1,0,609.36,3506.26,2023-08-31,2023-09-01
SHP-104145,Uganda,Kampala,WH-Central-1,Truck,824,4,2,2,422.15,1892.53,2023-02-03,2023-02-07
SHP-104146,Nigeria,Lagos,WH-East-1,Truck,409,2,1,1,370.82,2804.02,2024-04-13,2024-04-15
SHP-104147,Tanzania,Dodoma,WH-East-1,Truck,1050,3,2,1,463.08,564.21,2023-03-24,2023-03-27
SHP-104148,Nigeria,Lagos,WH-Central-1,Sea,911,4,2,2,613.02,909.43,2024-06-06,2024-06-10
SHP-104149,Nigeria,Abuja,WH-East-2,Truck,620,1,1,0,490.73,3432.05,2023-12-20,2023-12-21
SHP-104150,Uganda,Gulu,WH-West-1,Truck,1257,4,3,1,675.74,1811.25,2024-04-30,2024-05-04
SHP-104151,Kenya,Mombasa,WH-East-1,Truck,1827,4,4,0,1281.48,1834.58,2023-05-02,2023-05-06
SHP-104152,Kenya,Kisumu,WH-East-2,Rail,478,1,1,0,435.84,1110.07,2023-07-14,2023-07-15
SHP-104153,Rwanda,Huye,WH-East-1,Truck,811,3,2,1,480.83,1539.38,2024-05-30,2024-06-02
SHP-104154,Kenya,Kisumu,WH-West-1,Rail,961,3,2,1,602.85,1559.6,2023-03-03,2023-03-06
SHP-104155,Tanzania,Dar es Salaam,WH-Central-1,Truck,627,1,1,0,676.49,2452.49,2023-12-17,2023-12-18
SHP-104156,Nigeria,Abuja,WH-East-1,Rail,573,2,1,1,232.41,4284.74,2023-09-13,2023-09-15
SHP-104157,Nigeria,Abuja,WH-East-1,Truck,1021,3,2,1,1028.68,4553.24,2024-11-30,2024-12-03
SHP-104158,Cameroon,Yaounde,WH-West-1,Truck,1428,4,3,1,828.32,3704.42,2024-06-05,2024-06-09
SHP-104159,Nigeria,Lagos,WH-East-2,Truck,1075,3,2,1,1123.94,839.37,2023-04-02,2023-04-05
SHP-104160,Nigeria,Kano,WH-West-1,Truck,886,3,2,1,425.97,2342.96,2024-03-04,2024-03-07
SHP-104161,Nigeria,Kano,WH-East-2,Truck,500,2,1,1,555.32,4745.39,2024-10-14,2024-10-16
SHP-104162,Ethiopia,Dire Dawa,WH-West-1,Air,941,2,2,0,619.67,4635.34,2023-11-05,2023-11-07
SHP-104163,Uganda,Entebbe,WH-East-1,Truck,298,3,1,2,302.39,2475.32,2024-10-30,2024-11-02
SHP-104164,Ethiopia,Addis Ababa,WH-East-2,Air,1588,3,3,0,1560.43,4831.36,2023-11-26,2023-11-29
SHP-104165,Rwanda,Huye,WH-Central-1,Truck,877,3,2,1,822.14,861.66,2023-12-22,2023-12-25
SHP-104166,Uganda,Entebbe,WH-Central-1,Truck,973,2,2,0,528.14,3067.04,2024-02-19,2024-02-21
SHP-104167,Ethiopia,Mekelle,WH-Central-1,Sea,854,3,2,1,937.38,973.27,2023-06-27,2023-06-30
SHP-104168,Nigeria,Abuja,WH-West-1,Truck,754,2,1,1,811.07,531.13,2024-08-14,2024-08-16
SHP-104169,Nigeria,Kano,WH-East-2,Truck,979,1,2,-1,465.33,3886.77,2023-05-23,2023-05-24
SHP-104170,Rwanda,Musanze,WH-West-1,Sea,1274,5,3,2,1048.64,1001.07,2023-11-08,2023-11-13
SHP-104171,Ethiopia,Mekelle,WH-East-1,Truck,916,3,2,1,432.86,2991.38,2023-09-21,2023-09-24
SHP-104172,Tanzania,Arusha,WH-Central-1,Truck,768,1,1,0,337.08,2418.36,2024-06-20,2024-06-21
SHP-104173,Kenya,Mombasa,WH-Central-1,Sea,506,3,1,2,527.77,2503.38,2024-03-03,2024-03-06
SHP-104174,Ethiopia,Addis Ababa,WH-Central-1,Sea,614,4,1,3,549.31,2600.95,2023-12-12,2023-12-16
SHP-104175,Kenya,Mombasa,WH-West-1,Truck,1290,4,3,1,1414.97,316.97,2024-01-26,2024-01-30
SHP-104176,Ethiopia,Dire Dawa,WH-East-2,Air,1475,4,3,1,1570.89,1400.96,2023-02-06,2023-02-10
SHP-104177,Nigeria,Lagos,WH-Central-1,Truck,781,2,1,1,568.71,4186.43,2023-05-20,2023-05-22
SHP-104178,Cameroon,Yaounde,WH-Central-1,Truck,914,4,2,2,531.39,4830.49,2023-10-30,2023-11-03
SHP-104179,Uganda,Entebbe,WH-East-2,Truck,1351,3,3,0,1017.95,3340.85,2023-08-23,2023-08-26
SHP-104180,Cameroon,Yaounde,WH-East-2,Truck,150,2,1,1,65.39,2765.73,2023-02-20,2023-02-22
SHP-104181,Nigeria,Kano,WH-Central-1,Truck,460,2,1,1,269.76,1473.2,2023-08-08,2023-08-10
SHP-104182,Cameroon,Yaounde,WH-Central-1,Truck,658,2,1,1,602.73,2728.3,2024-05-19,2024-05-21
SHP-104183,Uganda,Entebbe,WH-Central-1,Sea,587,1,1,0,585.5,3204.28,2023-05-09,2023-05-10
SHP-104184,Uganda,Entebbe,WH-Central-1,Truck,1537,4,3,1,710.6,3400.06,2023-12-08,2023-12-12
SHP-104185,Ethiopia,Addis Ababa,WH-Central-1,Truck,1532,3,3,0,1203.21,2054.55,2024-06-06,2024-06-09
SHP-104186,Uganda,Entebbe,WH-West-1,Truck,1592,4,3,1,935.45,323.63,2023-11-16,2023-11-20
SHP-104187,Kenya,Mombasa,WH-West-1,Truck,883,3,2,1,541.72,2891.12,2023-10-03,2023-10-06
SHP-104188,Ethiopia,Mekelle,WH-Central-1,Truck,539,2,1,1,534.16,1576.83,2024-10-06,2024-10-08
SHP-104189,Uganda,Kampala,WH-Central-1,Truck,403,2,1,1,255.8,4696.27,2024-07-10,2024-07-12
SHP-104190,Uganda,Entebbe,WH-West-1,Truck,372,2,1,1,294.23,3862.43,2024-08-28,2024-08-30
SHP-104191,Uganda,Gulu,WH-West-1,Truck,676,1,1,0,672.42,2706.09,2024-10-01,2024-10-02
SHP-104192,Kenya,Nairobi,WH-East-1,Truck,434,2,1,1,237.34,4895.47,2023-04-12,2023-04-14
SHP-104193,Nigeria,Lagos,WH-East-1,Rail,206,1,1,0,181.34,3000.85,2024-03-17,2024-03-18
SHP-104194,Tanzania,Dar es Salaam,WH-Central-1,Truck,771,2,1,1,849.86,3392.9,2024-03-16,2024-03-18
SHP-104195,Rwanda,Musanze,WH-West-1,Truck,577,1,1,0,385.3,565.61,2024-07-27,2024-07-28
SHP-104196,Cameroon,Bafoussam,WH-East-1,Truck,758,1,1,0,591.77,4271.92,2024-01-30,2024-01-31
SHP-104197,Tanzania,Dodoma,WH-Central-1,Truck,1349,3,3,0,933.34,1849.02,2024-11-26,2024-11-29
SHP-104198,Kenya,Nairobi,WH-East-2,Truck,415,1,1,0,471.62,1328.34,2023-11-17,2023-11-18
SHP-104199,Ethiopia,Dire Dawa,WH-Central-1,Rail,949,2,2,0,847.52,2034.94,2023-08-06,2023-08-08
SHP-104200,Kenya,Nairobi,WH-Central-1,Air,1351,3,3,0,802.36,3434.76,2024-05-23,2024-05-26
SHP-104201,Kenya,Mombasa,WH-East-2,Truck,1409,3,3,0,1623.17,3218.64,2023-07-24,2023-07-27
SHP-104202,Rwanda,Kigali,WH-East-1,Truck,1180,2,2,0,811.94,4699.59,2023-12-02,2023-12-04
SHP-104203,Ethiopia,Dire Dawa,WH-West-1,Truck,1541,3,3,0,1689.18,3129.48,2023-07-26,2023-07-29
SHP-104204,Kenya,Mombasa,WH-East-2,Truck,759,1,1,0,609.1,1061.16,2023-02-02,2023-02-03
SHP-104205,Ethiopia,Addis Ababa,WH-East-2,Sea,1174,3,2,1,482.25,2294.17,2023-07-22,2023-07-25
SHP-104206,Tanzania,Dar es Salaam,WH-East-1,Truck,907,3,2,1,915.85,2353.93,2023-09-17,2023-09-20
SHP-104207,Tanzania,Arusha,WH-West-1,Truck,1408,4,3,1,1333.25,601.27,2024-10-12,2024-10-16
SHP-104208,Kenya,Nairobi,WH-East-1,Truck,1777,5,4,1,1410.79,4201.42,2024-01-09,2024-01-14
SHP-104209,Uganda,Gulu,WH-East-2,Air,671,2,1,1,582.86,2347.62,2024-02-05,2024-02-07
SHP-104210,Uganda,Entebbe,WH-West-1,Truck,848,2,2,0,377.1,416.1,2023-04-21,2023-04-23
